78.8036,37.623,450.0,10430.0,137.0,2016-04-26T20:24:37.000Z,125
73.9166,29.85,-1824271503.0,4657.0,124.0,2016-04-28T14:35:38.000Z,-1000851516
75.335,27.638,450.0,4234.0,145.0,2016-04-28T14:55:14.000Z,125
75.6806,27.482,451.0,4318.0,144.0,2016-04-28T15:14:57.000Z,126
74.6942,26.966,450.0,3579.0,138.0,2016-04-28T15:34:40.000Z,125
73.8014,28.884,643.0,4131.0,118.0,2016-04-28T15:54:28.000Z,179
75.5114,28.877,740.0,4946.0,138.0,2016-04-28T16:14:35.000Z,205
76.5212,29.577,770.0,5775.0,153.0,2016-04-28T16:34:23.000Z,214
76.982,30.096,1038.0,6249.0,131.0,2016-04-28T16:54:44.000Z,287
77.3618,30.786,1470.0,6761.0,145.0,2016-04-28T17:14:29.000Z,406
77.5652,31.184,1385.0,7047.0,107.0,2016-04-28T17:34:26.000Z,383
77.4968,30.625,1196.0,6750.0,124.0,2016-04-28T17:54:11.000Z,331
77.315,30.709,1146.0,6702.0,155.0,2016-04-28T18:14:12.000Z,317
77.0936,30.798,1106.0,6638.0,157.0,2016-04-28T18:36:17.000Z,306
77.0792,31.271,1295.0,6853.0,173.0,2016-04-28T18:56:23.000Z,358
77.2286,31.977,1368.0,7251.0,153.0,2016-04-28T19:16:40.000Z,378
77.1602,32.368,1426.0,7396.0,126.0,2016-04-28T19:36:31.000Z,394
75.0938,30.535,969.0,5550.0,131.0,2016-04-28T19:56:56.000Z,268
70.9466,30.34,678.0,3460.0,135.0,2016-04-28T20:16:37.000Z,188
69.35,30.445,553.0,2739.0,102.0,2016-04-28T20:36:30.000Z,154
71.2526,29.985,772.0,3440.0,149.0,2016-04-28T20:56:17.000Z,214
73.445,30.213,1713.0,4604.0,116.0,2016-04-28T21:16:18.000Z,473
74.4458,30.961,2291.0,5437.0,137.0,2016-04-28T21:35:58.000Z,632
74.8238,31.152,2154.0,5709.0,159.0,2016-04-28T21:55:40.000Z,595
75.3242,31.05,2228.0,5903.0,133.0,2016-04-28T22:15:43.000Z,615
75.3782,30.786,2923.0,5805.0,139.0,2016-04-28T22:35:23.000Z,806
75.1568,29.724,2287.0,5192.0,139.0,2016-04-28T22:54:58.000Z,631
74.8922,28.826,1715.0,4625.0,121.0,2016-04-28T23:14:32.000Z,474
74.723,28.063,1345.0,4160.0,118.0,2016-04-28T23:34:06.000Z,372
74.5898,27.571,1071.0,3845.0,105.0,2016-04-28T23:53:40.000Z,296
74.4638,27.114,856.0,3547.0,138.0,2016-04-29T00:13:13.000Z,237
74.2964,26.733,702.0,3267.0,105.0,2016-04-29T00:32:45.000Z,195
74.2622,26.39,584.0,3068.0,134.0,2016-04-29T00:52:18.000Z,162
74.291,26.325,566.0,3047.0,142.0,2016-04-29T01:11:58.000Z,157
74.219,26.101,455.0,2892.0,123.0,2016-04-29T01:33:00.000Z,127
74.0516,25.933,453.0,2721.0,132.0,2016-04-29T01:52:33.000Z,126
74.003,25.813,451.0,2633.0,129.0,2016-04-29T02:12:04.000Z,126
74.0084,25.744,450.0,2598.0,142.0,2016-04-29T02:31:38.000Z,125
73.9454,25.646,451.0,2514.0,121.0,2016-04-29T02:51:12.000Z,126
73.9058,25.7,454.0,2525.0,133.0,2016-04-29T03:10:46.000Z,127
73.8734,25.698,452.0,2509.0,116.0,2016-04-29T03:30:20.000Z,126
73.8248,25.744,453.0,2511.0,118.0,2016-04-29T03:49:53.000Z,126
73.8302,25.798,450.0,2543.0,145.0,2016-04-29T04:09:25.000Z,125
73.7042,25.849,451.0,2511.0,134.0,2016-04-29T04:28:58.000Z,126
73.7042,25.878,452.0,2527.0,139.0,2016-04-29T04:48:33.000Z,126
73.6718,25.939,450.0,2545.0,147.0,2016-04-29T05:08:08.000Z,125
73.5656,25.999,453.0,2527.0,113.0,2016-04-29T05:27:40.000Z,126
